,Row,Col,Target,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,CHRONO_ORDER,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT
716,D,9,2,,,,,,,,,,,427436.881,0.88,2803.0,46.797,1.043,17.828,13.975,14.366,153.37,2786.969,11019.52,13767250.919,1249.351,0.378,104.664,3,203.932,13.975,14.366,1.02,89.714,0,1,2,27,25.139,161148.243,0.919,14.0,292934.523,231.85,702156.839,1.146,81760.496,34.0
717,D,9,1,,,,,,,,,,,474252.696,0.802,3069.0,49.349,1.111,19.951,11.546,9.084,155.482,3050.203,14864.155,23147245.779,1557.253,0.221,162.422,4,297.753,11.546,9.084,1.083,127.034,0,0,3,27,14.682,86577.511,0.834,7.0,176881.644,721.218,2393620.929,1.475,25855.37,15.0
718,D,9,1,,,,,,,,,,,436723.359,0.925,3114.0,43.514,0.941,15.817,10.422,9.773,139.321,3134.645,10782.289,15096071.799,1400.08,0.215,143.319,2,286.289,10.422,9.773,1.042,130.519,0,0,4,27,19.118,194764.681,1.017,17.0,225615.427,509.754,1630593.708,1.119,47555.203,24.0
719,D,9,2,,,,,,,,,,,345262.356,0.798,2732.5,43.573,1.018,14.424,27.686,28.63,120.626,2862.265,10266.602,26051167.434,2537.467,0.581,129.448,3,234.336,27.686,28.63,0.911,85.074,0,1,4,27,151.997,1054784.095,0.914,82.0,2033950.262,727.45,2198100.101,1.115,107560.722,56.0
720,D,9,1,,,,,,,,,,,217862.224,0.743,2435.5,38.728,1.262,14.682,28.327,29.515,88.726,2455.44,11483.87,25315351.627,2204.427,0.56,142.235,6,222.379,28.327,29.515,0.664,81.446,0,0,5,27,79.959,546413.667,0.889,44.0,1003643.736,960.146,3266198.023,1.082,147718.457,82.0
721,D,9,2,,,,,,,,,,,432998.121,0.793,2592.5,51.899,1.233,20.605,15.082,13.589,170.059,2546.167,8568.942,16712819.763,1950.395,0.27,155.97,3,301.519,15.082,13.589,0.952,137.023,0,1,5,27,2.958,24312.263,0.8,2.0,38884.631,642.843,1801562.376,1.154,72733.874,42.0
722,D,9,3,,,,,,,,,,,722141.811,0.873,3908.0,50.611,0.935,17.68,20.611,21.949,177.981,4057.414,20892.858,27669375.473,1324.346,0.625,65.961,2,163.21,20.611,21.949,1.063,62.338,0,0,5,27,63.165,594497.426,0.918,32.0,1169258.404,753.54,2867369.786,1.333,20464.669,11.0
723,D,9,1,,,,,,,,,,,441741.889,0.78,2538.0,52.986,1.225,20.575,11.95,9.406,174.178,2536.149,10355.392,15054033.58,1453.739,0.257,168.448,5,266.848,11.95,9.406,1.161,119.86,0,1,6,27,133.406,651168.212,0.818,50.0,1735131.176,374.552,1275809.326,1.066,76374.091,33.0
724,D,9,1,,,,,,,,,,,441060.07,0.738,3125.0,49.467,1.303,20.674,11.237,11.648,143.652,3070.334,11214.626,12036340.687,1073.272,0.303,103.573,2,211.093,11.237,11.648,0.997,95.044,0,0,7,27,100.979,569200.413,0.852,43.0,1388273.648,473.101,1843173.441,0.984,66233.712,30.0
725,D,9,2,,,,,,,,,,,568822.395,0.756,2815.0,57.991,1.21,22.569,10.746,10.219,202.381,2810.658,14389.519,21672479.063,1506.129,0.188,172.802,4,317.23,10.746,10.219,1.182,138.575,0,2,7,27,160.869,872035.312,0.894,68.0,2110239.168,734.316,2527329.397,0.975,44931.041,21.0
726,D,9,3,,,,,,,,,,,337806.281,0.883,3399.0,36.966,0.941,13.157,12.494,9.685,96.015,3518.282,13220.897,14554095.668,1100.84,0.355,97.532,2,197.291,12.494,9.685,1.01,87.72,0,0,7,27,23.766,239365.984,0.874,15.0,377845.305,399.585,1623157.807,1.319,15051.159,7.0
727,D,9,4,,,,,,,,,,,498722.573,0.772,2781.0,53.793,1.216,20.603,13.015,12.369,177.77,2805.444,10480.641,13969666.312,1332.902,0.295,135.516,4,238.214,13.015,12.369,1.512,93.156,0,2,7,27,47.426,295194.08,0.931,22.0,648377.803,607.987,1904586.638,1.083,46034.161,23.0
728,D,9,5,,,,,,,,,,,437327.543,0.57,2856.0,57.097,1.079,16.932,13.271,10.214,147.877,2957.369,13434.448,32292976.719,2403.744,0.196,203.282,3,392.125,13.271,10.214,0.995,178.794,0,1,7,27,203.648,1185160.171,0.789,82.0,3046707.777,922.437,3735260.757,0.901,42501.704,19.0
729,D,9,6,,,,,,,,,,,377732.918,0.887,2650.5,44.755,1.057,16.914,18.539,20.243,141.328,2672.732,6511.957,9800283.884,1504.968,0.394,141.548,5,219.228,18.539,20.243,1.363,85.789,0,3,7,27,29.998,148680.793,0.786,15.0,294199.613,444.477,1240778.164,1.11,51215.432,26.0
730,D,9,1,,,,,,,,,,,243311.682,0.799,2308.5,40.754,1.075,13.756,21.032,23.038,105.627,2303.508,7561.325,30456748.121,4027.964,0.255,267.856,6,445.101,21.032,23.038,0.918,184.098,0,2,8,27,75.523,419974.914,0.926,43.0,746380.472,643.583,1366528.514,0.977,290194.896,169.0
731,D,9,2,,,,,,,,,,,464821.298,0.888,2642.0,49.526,1.032,18.955,23.9,26.146,173.333,2681.663,11031.245,16128597.857,1462.083,0.576,118.75,5,178.549,23.9,26.146,0.679,65.506,0,1,8,27,166.151,1028817.735,0.902,80.0,2151648.698,469.721,1475116.762,1.011,72427.006,39.0
732,D,9,3,,,,,,,,,,,425218.617,0.729,2438.5,54.447,1.277,21.435,13.924,11.036,171.96,2472.775,14202.51,18090461.567,1273.751,0.374,129.629,4,206.743,13.924,11.036,0.801,84.809,0,0,8,27,94.747,508309.456,0.914,46.0,1091163.6,511.55,1711894.912,1.018,58167.41,31.0
733,D,9,4,,,,,,,,,,,288890.504,0.628,2364.0,49.542,1.192,18.281,13.017,10.254,122.738,2353.715,8973.966,34125911.564,3802.768,0.115,360.761,5,643.486,13.017,10.254,1.098,206.508,0,3,8,27,346.455,1794665.037,0.869,171.0,3721498.141,825.789,2034701.162,0.965,325571.796,177.0
734,D,9,5,,,,,,,,,,,267810.29,0.763,2614.0,40.873,1.135,14.05,23.409,23.309,101.402,2641.088,7549.952,30535343.383,4044.442,0.217,323.372,10,483.447,23.409,23.309,1.021,139.918,0,2,8,27,90.205,665473.427,0.933,55.0,1104059.021,857.899,2673680.206,1.004,179480.212,103.0
735,D,9,6,,,,,,,,,,,489146.255,0.962,3043.5,45.579,1.0,16.217,23.727,17.924,159.074,3074.967,7839.172,18067504.051,2304.772,0.435,156.641,4,257.925,23.727,17.924,0.733,95.429,0,2,8,27,67.179,419157.559,0.927,39.0,734759.541,507.641,1258726.233,1.011,82084.25,47.0
736,D,9,1,,,,,,,,,,,448172.436,0.769,2903.5,49.557,1.083,17.98,16.499,16.499,150.201,2983.818,9218.325,18889783.033,2049.156,0.313,129.912,2,286.623,16.499,16.499,0.964,120.749,0,0,10,27,118.196,661239.973,0.869,56.0,1522776.322,641.259,1554899.585,1.123,79297.557,58.0
737,D,9,2,,,,,,,,,,,532813.447,0.802,3212.0,50.749,1.151,20.327,10.662,8.464,164.461,3239.764,18032.352,19153620.601,1062.181,0.283,126.619,4,217.284,10.662,8.464,0.85,93.985,0,0,10,27,170.693,765800.664,0.856,46.0,2920565.13,706.747,1957048.088,1.212,23117.724,17.0
738,D,9,3,,,,,,,,,,,437418.171,0.762,2592.0,52.999,1.208,20.423,19.545,20.855,170.27,2568.967,6240.622,7725537.466,1237.944,0.582,76.288,2,163.554,19.545,20.855,1.0,70.429,0,0,10,27,46.581,347076.668,0.889,29.0,555315.184,843.851,1957456.44,1.288,41953.225,33.0
739,D,9,4,,,,,,,,,,,480575.503,0.788,3230.0,48.285,1.192,19.727,14.646,15.39,146.187,3287.398,16999.822,25411800.001,1494.827,0.341,124.319,3,234.862,14.646,15.39,0.993,102.903,0,1,10,27,239.984,1063643.203,0.789,64.0,4382023.741,611.578,1956450.77,1.039,35528.795,24.0
740,D,9,5,,,,,,,,,,,187443.986,0.84,2209.5,35.503,1.129,13.848,19.671,22.621,84.29,2223.798,10716.586,33543264.55,3130.033,0.271,273.948,8,380.938,19.671,22.621,0.7,132.745,0,4,10,27,266.073,1510747.299,0.867,140.0,2923349.129,1003.664,2054102.653,0.979,126190.149,93.0
741,D,9,1,,,,,,,,,,,458136.508,0.939,2774.0,46.851,1.002,16.541,13.015,14.277,164.038,2792.867,8050.627,14719734.736,1828.396,0.246,148.103,2,305.627,13.015,14.277,1.239,136.412,0,0,11,27,184.002,871021.071,0.859,75.0,2242270.603,686.89,1450579.284,0.985,40738.544,34.0
742,D,9,2,,,,,,,,,,,680709.678,0.707,3403.0,58.774,1.286,24.015,15.194,14.277,194.247,3504.346,13600.565,39528969.612,2906.421,0.217,216.44,3,410.408,15.194,14.277,1.271,190.408,0,1,11,27,3.169,11601.067,0.927,1.0,36761.431,1558.837,2559983.116,1.365,115755.189,121.0
743,D,9,1,,,,,,,,,,,275541.627,0.603,2573.0,47.09,1.288,16.371,21.595,17.094,106.366,2590.505,9316.406,39864275.395,4278.933,0.202,304.213,6,515.948,21.595,17.094,0.887,199.717,0,4,13,27,10.774,133784.049,0.901,7.0,207671.266,1437.472,4001258.6,1.276,117908.535,69.0
744,D,9,2,,,,,,,,,,,535769.09,0.75,2780.0,56.804,1.263,22.924,11.954,11.296,192.663,2780.863,6230.059,10364442.76,1663.619,0.231,151.114,2,301.102,11.954,11.296,1.103,140.005,0,0,13,27,3.169,12613.267,0.938,1.0,39968.888,647.808,1700282.009,1.372,96548.833,57.0
745,D,9,3,,,,,,,,,,,370686.252,0.902,3409.0,38.124,0.973,13.602,11.205,11.686,104.359,3552.027,14631.433,16123870.328,1102.002,0.249,121.586,3,235.959,11.205,11.686,0.963,103.876,0,1,13,27,153.264,885087.772,0.84,53.0,2588432.369,501.304,1765933.578,1.022,47524.443,25.0
746,D,9,1,,,,,,,,,,,487332.858,0.643,2393.0,62.568,1.376,23.43,15.275,10.313,200.374,2432.121,9628.814,12843417.786,1333.853,0.329,123.048,3,225.858,15.275,10.313,0.893,92.048,0,1,14,27,3.169,22749.991,0.987,2.0,36051.621,1232.979,3853607.423,1.264,28980.152,17.0
747,D,9,2,,,,,,,,,,,567803.31,0.829,2857.0,54.974,1.019,18.339,23.075,24.455,199.317,2848.74,5803.911,9621164.224,1657.704,0.472,127.828,4,210.053,23.075,24.455,1.038,75.489,0,2,14,27,21.759,141792.403,0.956,15.0,209511.703,529.4,1381648.643,1.229,106816.1,64.0
748,D,9,1,,,,,,,,,,,178959.531,0.672,2311.0,38.106,1.247,13.09,16.954,15.039,77.636,2305.124,8218.054,26847764.051,3266.925,0.23,221.133,3,422.287,16.954,15.039,1.08,188.967,0,1,15,27,79.114,486017.213,0.892,46.0,853693.913,883.566,2312563.933,0.989,170589.563,94.0
749,D,9,2,,,,,,,,,,,452647.623,0.801,2926.0,49.078,1.149,18.311,23.625,25.577,153.475,2949.317,11199.323,22024093.168,1966.556,0.599,92.011,2,203.12,23.625,25.577,0.983,87.102,0,0,15,27,115.239,958120.257,0.923,65.0,1713223.589,924.127,2847653.211,1.405,32484.481,20.0
750,D,9,1,,,,,,,,,,,534710.818,0.787,2916.5,53.89,1.119,19.15,15.561,15.824,181.889,2939.765,10492.152,19375537.619,1846.67,0.347,127.189,2,258.435,15.561,15.824,1.015,118.865,0,0,17,27,178.509,1163430.206,0.908,104.0,2007619.456,791.988,2192083.927,0.906,45519.964,24.0
751,D,9,2,,,,,,,,,,,581663.207,0.629,2868.0,62.28,1.478,24.646,16.72,12.002,194.247,2994.447,11937.431,32549133.333,2726.645,0.224,244.142,5,391.139,16.72,12.002,0.822,121.545,0,3,17,27,530.985,2798843.309,0.812,229.0,6551691.911,1112.037,3367207.353,0.856,185178.447,89.0
752,D,9,3,,,,,,,,,,,372586.58,0.822,2491.0,47.791,1.106,18.331,15.925,15.914,149.356,2494.621,15546.255,20660874.78,1328.994,0.443,90.57,2,194.266,15.925,15.914,1.002,79.382,0,0,17,27,149.884,745405.549,0.856,65.0,1831309.991,632.598,2411605.545,0.937,61354.99,29.0
753,D,9,1,,,,,,,,,,,419948.907,0.771,3119.0,46.435,1.189,19.161,9.243,8.505,132.35,3173.015,7627.923,18061632.586,2367.831,0.105,281.734,3,532.964,9.243,8.505,1.242,244.504,0,1,18,27,5.387,31398.353,0.78,2.0,90857.453,329.132,1300923.631,1.397,45988.1,18.0
754,D,9,2,,,,,,,,,,,365342.814,0.852,3730.5,37.77,0.958,13.928,8.331,6.927,96.754,3775.999,15163.531,27069857.888,1785.195,0.109,232.701,2,454.421,8.331,6.927,1.167,215.529,0,0,18,27,115.239,725249.81,0.849,34.0,2615087.661,474.58,2637011.514,1.118,13370.734,4.0
755,D,9,1,,,,,,,,,,,775066.434,0.851,3822.0,54.873,1.059,21.777,13.65,12.25,203.965,3799.998,10783.897,19006459.215,1762.485,0.276,139.005,2,283.098,13.65,12.25,1.014,131.579,0,0,19,27,21.125,126705.927,0.72,6.0,440760.301,958.561,2831496.252,1.303,113246.241,77.0
756,D,9,2,,,,,,,,,,,427252.246,0.797,2283.0,54.242,1.1,20.156,9.431,7.436,186.642,2289.152,13016.937,16900696.395,1298.362,0.191,147.372,2,292.425,9.431,7.436,1.034,139.189,0,0,19,27,66.333,232853.276,0.829,22.0,690510.874,692.488,1953541.602,1.086,28471.46,17.0
757,D,9,1,,,,,,,,,,,360696.829,0.717,2682.5,48.053,1.132,17.541,21.19,24.779,131.822,2736.242,11163.146,21373999.144,1914.693,0.471,124.264,4,226.119,21.19,24.779,0.886,96.73,0,0,20,27,117.351,796480.085,0.874,61.0,1552662.202,587.706,1779160.139,1.11,139183.48,63.0
758,D,9,2,,,,,,,,,,,468127.304,0.661,2745.0,56.344,1.414,22.896,13.0,13.975,166.89,2805.005,13073.34,19467819.657,1489.124,0.277,147.444,4,260.013,13.0,13.975,0.93,116.807,0,0,20,27,180.093,755573.008,0.844,50.0,2816754.477,582.319,2220531.279,1.064,48448.475,20.0
759,D,9,3,,,,,,,,,,,446001.704,0.605,2402.0,62.2,1.34,23.268,12.828,12.002,186.114,2396.389,11547.026,22337089.771,1934.445,0.256,201.65,6,308.036,12.828,12.002,0.81,129.136,0,2,20,27,326.914,1600548.394,0.788,120.0,4252116.034,532.886,1480695.958,0.929,290531.264,122.0
760,D,11,1,,,,,,,,,,,452959.961,0.761,2550.0,54.579,1.227,21.105,11.05,10.746,180.41,2510.722,14868.015,26314588.094,1769.879,0.194,169.142,2,338.722,11.05,10.746,1.005,160.292,0,0,1,29,1.584,18972.867,1.032,1.0,30060.587,523.802,1863574.37,1.354,29863.501,14.0
761,D,11,1,,,,,,,,,,,503563.333,0.835,2546.5,54.397,1.045,18.65,21.334,24.351,196.677,2560.361,9165.553,20980260.524,2289.034,0.396,141.979,3,269.4,21.334,24.351,1.405,102.544,0,1,2,29,220.76,1233871.582,0.878,115.0,2451409.656,644.111,1718266.836,0.99,191511.295,103.0
762,D,11,1,,,,,,,,,,,338439.723,0.913,2738.0,41.091,0.959,14.926,7.807,6.536,122.738,2757.414,10763.692,13415797.684,1246.394,0.146,183.437,4,327.604,7.807,6.536,0.864,137.119,0,0,3,29,31.371,199284.798,0.79,11.0,565850.274,415.324,1466650.263,1.353,37049.167,27.0
763,D,11,1,,,,,,,,,,,400251.873,0.861,2702.0,46.122,1.059,18.026,13.975,15.562,145.765,2745.877,13473.347,16754669.438,1243.542,0.368,112.797,4,205.974,13.975,15.562,1.2,85.211,0,0,4,29,22.076,106643.621,0.765,9.0,236223.399,846.069,2621565.528,1.352,16847.415,12.0
764,D,11,1,,,,,,,,,,,993705.753,0.905,4713.0,54.214,0.914,19.409,16.54,18.818,211.676,4694.473,24566.343,26856790.054,1093.235,0.384,112.025,4,189.224,16.54,18.818,1.008,78.43,0,0,5,29,76.157,271754.505,0.916,18.0,981776.815,789.242,3875241.437,1.118,18292.935,7.0
765,D,11,1,,,,,,,,,,,587293.21,0.929,3039.0,51.083,0.949,18.507,10.156,8.722,192.98,3043.289,8348.907,27926949.596,3344.983,0.085,344.541,2,701.577,10.156,8.722,1.795,330.561,0,0,6,29,20.808,112596.358,0.812,13.0,182355.214,830.014,2337605.673,1.206,108988.507,56.0
766,D,11,1,,,,,,,,,,,400357.605,0.864,2987.0,43.497,1.0,15.776,27.704,27.022,130.132,3076.551,20315.823,52196652.858,2569.261,0.414,158.321,4,279.358,27.704,27.022,0.873,113.32,0,2,7,29,247.272,1972397.023,0.891,111.0,4300010.191,1215.234,5183119.311,1.223,101853.104,52.0
767,D,11,2,,,,,,,,,,,207552.541,0.59,2563.0,41.539,1.517,14.721,33.093,36.333,81.016,2561.884,11466.635,29842301.802,2602.533,0.614,143.124,4,230.813,33.093,36.333,0.876,77.407,0,2,7,29,57.25,377721.633,0.923,35.0,617752.959,989.299,2500774.874,1.135,146096.994,77.0
768,D,11,1,,,,,,,,,,,416146.244,0.866,2815.0,46.091,0.979,16.096,11.942,12.138,146.398,2842.559,10758.522,14401418.461,1338.606,0.283,123.782,3,243.867,11.942,12.138,1.416,107.462,0,1,8,29,82.494,522556.881,0.852,41.0,1070717.673,523.063,1866466.215,1.171,53392.598,26.0
769,D,11,1,,,,,,,,,,,417243.599,0.824,2730.0,47.529,1.067,18.159,10.097,8.733,148.194,2815.521,9145.51,17371740.049,1899.483,0.15,212.819,3,399.086,10.097,8.733,1.114,180.607,0,1,9,29,111.119,423135.433,0.939,49.0,998184.848,324.274,1028382.644,0.973,268323.966,105.0
770,D,11,2,,,,,,,,,,,418940.384,0.877,3456.0,41.092,0.992,16.173,14.653,12.369,117.774,3557.166,16119.418,17807902.109,1104.748,0.397,81.173,2,186.896,14.653,12.369,1.243,78.423,0,0,9,29,127.069,855260.613,0.885,44.0,2365649.425,408.775,2006934.468,1.028,33212.136,12.0
771,D,11,3,,,,,,,,,,,498574.907,0.758,2895.0,53.177,1.208,20.62,12.473,10.112,170.481,2924.514,10859.072,23039922.832,2121.721,0.196,197.187,3,368.899,12.473,10.112,1.407,171.838,0,1,9,29,223.295,1128570.882,0.89,94.0,2722995.04,556.546,1949122.08,1.161,153933.511,63.0
772,D,11,4,,,,,,,,,,,417455.274,0.767,2743.5,49.395,1.226,20.58,11.991,14.025,148.933,2802.965,9017.704,12535974.078,1390.151,0.24,134.929,2,270.07,11.991,14.025,1.539,127.664,0,0,9,29,2.852,15042.926,0.866,1.0,42901.188,329.766,1146271.418,1.206,46267.146,20.0
773,D,11,1,,,,,,,,,,,764020.428,0.914,5407.0,44.053,0.874,15.258,10.673,10.112,141.117,5414.088,28747.871,29226691.9,1016.656,0.296,107.453,3,207.901,10.673,10.112,1.86,97.457,0,1,11,29,121.048,691613.159,0.938,34.0,2770229.875,615.803,4332036.91,1.022,26160.322,6.0
774,D,11,2,,,,,,,,,,,396368.617,0.64,2329.0,57.777,1.21,20.584,14.736,12.109,170.059,2330.774,13693.872,20465636.608,1494.511,0.319,132.184,3,242.753,14.736,12.109,1.25,102.784,0,1,11,29,73.305,423475.734,0.917,43.0,717692.925,346.878,1496393.97,0.985,214940.746,61.0
775,D,11,3,,,,,,,,,,,374244.812,0.82,2296.0,50.269,1.143,20.167,15.925,16.217,164.883,2269.758,11908.875,17131255.885,1438.528,0.362,115.31,3,223.455,15.925,16.217,1.353,96.934,0,1,11,29,27.569,173820.913,0.914,15.0,316536.15,214.422,1001144.083,0.961,64449.376,19.0
776,D,11,1,,,,,,,,,,,209513.71,0.642,2621.0,39.303,1.222,14.368,16.498,16.25,78.903,2655.331,10112.195,21547116.152,2130.805,0.333,146.827,3,283.639,16.498,16.25,0.988,126.13,0,1,12,29,24.717,156646.254,0.932,14.0,273875.896,128.97,470905.812,0.958,61926.306,19.0
777,D,11,2,,,,,,,,,,,420950.669,0.834,2984.0,45.677,1.059,17.305,19.36,21.206,138.476,3039.872,14682.161,16258864.905,1107.389,0.596,108.422,5,152.842,19.36,21.206,0.856,58.183,0,1,12,29,7.605,95834.501,0.951,5.0,142743.555,320.471,1508575.779,1.384,29771.544,9.0
778,D,11,3,,,,,,,,,,,475426.629,0.623,3099.0,54.908,1.619,23.293,12.656,9.199,149.356,3183.178,15582.668,21497674.249,1379.589,0.288,144.396,4,245.46,12.656,9.199,0.949,107.522,0,0,12,29,24.188,216819.855,0.9,14.0,355428.386,458.102,1945224.143,1.423,113492.16,36.0
779,D,11,1,,,,,,,,,,,443645.703,0.813,2918.0,48.308,1.165,18.821,16.705,16.737,150.94,2939.211,6712.712,9986840.29,1487.75,0.412,112.46,3,213.078,16.705,16.737,0.934,90.741,0,1,13,29,63.587,367256.236,0.865,33.0,711358.499,503.944,1338589.015,1.103,49851.247,29.0
780,D,11,2,,,,,,,,,,,405410.569,0.766,3151.0,45.309,1.188,17.813,14.809,12.865,125.062,3241.68,17635.319,19579454.599,1110.241,0.425,113.255,4,181.101,14.809,12.865,0.765,69.096,0,2,13,29,145.87,918256.214,0.89,55.0,2560742.677,624.359,2569155.095,0.871,20914.938,10.0
781,D,11,3,,,,,,,,,,,200313.846,0.598,2374.0,41.966,1.32,14.765,18.896,19.671,83.762,2391.468,8906.339,21745346.83,2441.558,0.307,224.553,6,316.108,18.896,19.671,0.623,113.289,0,4,13,29,12.781,70848.99,0.953,6.0,149017.563,769.173,1621892.612,1.349,95498.944,59.0
782,D,11,4,,,,,,,,,,,189396.81,0.91,2580.0,31.884,0.999,11.302,21.755,24.851,73.622,2572.567,12733.585,20028470.463,1572.885,0.529,125.496,5,193.265,21.755,24.851,1.246,66.502,0,1,13,29,75.946,590989.062,0.882,36.0,1266021.862,555.279,2380011.155,1.161,28094.037,15.0
783,D,11,5,,,,,,,,,,,424061.478,0.657,2847.0,52.468,1.437,21.179,17.008,16.952,143.863,2947.667,9235.538,14780077.619,1600.348,0.442,110.665,3,213.369,17.008,16.952,1.007,89.388,0,1,13,29,6.443,48868.592,0.916,4.0,78768.49,548.624,1225103.179,1.355,59253.047,37.0
784,D,11,1,,,,,,,,,,,515460.584,0.882,3201.5,47.456,1.016,18.179,13.396,10.275,158.017,3262.05,15470.126,29524133.404,1908.461,0.238,155.761,2,317.406,13.396,10.275,1.063,141.622,0,0,15,29,5.176,11094.061,0.62,1.0,57419.562,804.135,3804633.129,1.305,30332.98,13.0
785,D,11,2,,,,,,,,,,,364037.904,0.839,2515.0,46.583,1.032,17.552,15.333,13.549,144.814,2513.83,8237.8,19148966.694,2324.524,0.225,202.123,4,360.685,15.333,13.549,1.016,134.953,0,2,15,29,6.021,18997.986,0.824,2.0,58003.149,570.806,1929930.364,1.13,63629.553,29.0
786,D,11,1,,,,,,,,,,,340561.022,0.606,2638.0,50.411,1.317,18.272,22.036,23.356,122.632,2777.087,14206.545,17330299.783,1219.881,0.743,61.343,2,143.668,22.036,23.356,1.206,59.742,0,0,17,29,92.106,581815.44,0.881,42.0,1289149.225,505.106,1883047.687,1.033,40165.426,17.0
787,D,11,2,,,,,,,,,,,509502.505,0.86,2714.0,52.375,1.113,19.982,10.593,9.131,187.804,2712.947,6330.671,8955727.305,1414.657,0.217,143.169,2,286.382,10.593,9.131,1.306,132.862,0,0,17,29,1.901,9167.556,1.013,1.0,17430.076,385.537,1155286.647,1.211,71472.421,32.0
788,D,11,3,,,,,,,,,,,436777.968,0.561,2809.0,58.727,1.362,20.218,17.805,13.444,153.898,2838.102,16399.926,32997977.237,2012.081,0.368,163.499,4,262.273,17.805,13.444,1.013,87.295,0,0,17,29,69.819,547439.601,0.869,34.0,1175094.695,546.618,2180364.235,1.297,79348.808,35.0
789,D,11,4,,,,,,,,,,,480009.133,0.555,2961.0,59.757,1.257,18.442,28.497,29.875,157.806,3041.765,18748.02,23904072.192,1275.019,0.739,75.426,3,147.203,28.497,29.875,0.854,52.035,0,1,17,29,207.979,1460202.379,0.877,98.0,3169590.576,651.082,3345947.151,0.981,66624.102,24.0
790,D,11,1,,,,,,,,,,,424012.89,0.722,2853.0,50.274,1.262,19.607,31.483,35.635,145.237,2919.464,10549.767,29260232.037,2773.543,0.471,205.979,9,272.086,31.483,35.635,1.41,88.443,0,1,18,29,10.668,91894.528,0.98,6.0,161971.607,652.984,2540593.561,1.305,43632.925,20.0
791,D,11,2,,,,,,,,,,,355445.075,0.477,2616.0,59.474,1.196,16.605,20.486,20.606,134.251,2647.608,11534.261,25583598.366,2218.053,0.384,180.304,5,269.303,20.486,20.606,0.805,101.438,0,3,18,29,178.192,1183776.106,0.858,91.0,2299112.916,587.812,2533197.271,0.967,87286.452,36.0
792,D,11,1,,,,,,,,,,,397588.287,0.875,2808.0,44.992,1.007,16.943,13.555,11.942,141.011,2819.545,20381.906,20742913.258,1017.712,0.414,82.755,2,175.728,13.555,11.942,1.497,80.055,0,0,19,29,14.26,126081.319,0.9,7.0,259809.498,442.259,2530702.477,1.123,25715.773,8.0
793,D,11,2,,,,,,,,,,,1437624.078,0.918,4983.0,63.226,0.989,22.26,17.924,18.997,291.952,4924.182,5702.913,6906277.926,1211.009,0.608,73.108,2,158.272,17.924,18.997,1.075,68.109,0,0,19,29,108.795,548475.377,0.944,60.0,984415.578,481.552,2230358.988,0.873,176849.605,44.0
794,D,11,1,,,,,,,,,,,608532.498,0.862,3545.0,49.18,0.998,18.643,15.393,14.928,165.834,3669.534,9832.266,11089622.92,1127.881,0.464,91.106,3,174.813,15.393,14.928,1.011,72.181,0,1,20,29,104.676,666744.05,0.892,51.0,1341136.306,646.223,2727757.214,1.093,61980.227,24.0
795,E,3,1,,,,,,,,,,,504828.951,0.75,2804.0,54.922,1.181,19.778,18.248,16.658,179.988,2804.797,5946.463,13080278.641,2199.674,0.286,170.873,4,310.841,18.248,16.658,0.956,91.403,0,2,1,38,31.265,188521.461,0.957,19.0,313130.643,652.244,1974502.036,1.17,132654.222,70.0
796,E,3,2,,,,,,,,,,,492805.477,0.499,2845.0,65.446,1.757,23.999,26.351,29.022,170.059,2897.853,7505.064,40878133.644,5446.74,0.217,382.591,9,561.794,26.351,29.022,1.015,194.201,0,5,1,38,119.252,642699.532,0.91,72.0,1067352.833,929.514,2490621.835,0.927,211694.697,107.0
797,E,3,3,,,,,,,,,,,426143.061,0.765,3133.0,47.033,1.137,17.516,19.304,19.299,134.674,3164.259,12382.671,19557614.929,1579.434,0.444,124.691,4,211.466,19.304,19.299,1.314,86.439,0,0,1,38,40.983,377598.923,0.907,25.0,616472.976,981.799,3794452.627,1.344,49914.346,28.0
798,E,3,4,,,,,,,,,,,405303.992,0.694,3120.5,47.293,1.318,18.552,17.113,10.928,123.583,3279.607,12223.969,24651133.111,2016.623,0.328,130.283,2,277.84,17.113,10.928,1.287,121.068,0,0,1,38,13.52,160741.764,0.865,8.0,275661.091,727.662,2850893.306,1.287,77065.997,44.0
